videoid,contentUrl,page_dir,name,duration_seconds
22711354,https://ak.picdn.net/shutterstock/videos/22711354/preview/stock-footage-kherson-ukraine-december-man-playing-pokemon-go-on-the-mobile-phone-sitting-in-cafe-at.mp4,000301_000350,"Kherson, ukraine - december 29, 2016: man playing pokemon go on the mobile phone sitting in cafe at the table",12.0
28675912,https://ak.picdn.net/shutterstock/videos/28675912/preview/stock-footage-close-up-argentine-horn-frog-swimming-in-white-plastic-tank.mp4,000301_000350,Close up argentine horn frog swimming in white plastic tank.,12.0
28901809,https://ak.picdn.net/shutterstock/videos/28901809/preview/stock-footage--k-rendered-computer-generated-video-abstract-moving-background-dots-and-lines-are-connecting.mp4,000351_000400,4k rendered computer generated video abstract moving background. dots and lines are connecting. seamless loop,10.0
1048581946,https://ak.picdn.net/shutterstock/videos/1048581946/preview/stock-footage-fit-attractive-man-doing-yoga-on-the-beach-strength-and-spiritual-fitness-concept.mp4,000351_000400,"Fit attractive man doing yoga on the beach, strength and spiritual fitness concept",20.0
1060353074,https://ak.picdn.net/shutterstock/videos/1060353074/preview/stock-footage-chisinau-moldova-september-working-mcdonald-s-with-resting-people-in-downtown.mp4,000351_000400,"Chisinau, moldova - september 8, 2020: working mcdonald's with resting people in downtown. illuminated night in the city",13.0
1025108804,https://ak.picdn.net/shutterstock/videos/1025108804/preview/stock-footage-drone-flying-over-a-fort-overlooking-the-old-town-hvar.mp4,000351_000400,Drone flying over a fort overlooking the old town hvar.,16.0
7567753,https://ak.picdn.net/shutterstock/videos/7567753/preview/stock-footage-casino-balcony-metal-fence-in-spa-resort-herculane-located-in-western-romania-k-p-uhd-footage.mp4,000351_000400,Casino balcony metal fence in spa resort herculane located in western romania 4k 2160p uhd footage - casino balcony in spa resort herculane romania 4k 3840x2160 uhd video,11.0
1034933264,https://ak.picdn.net/shutterstock/videos/1034933264/preview/stock-footage-portrait-of-a-dark-haired-middle-aged-woman-who-sits-on-a-bench-against-the-background-of-city.mp4,000351_000400,"Portrait of a dark-haired middle-aged woman who sits on a bench against the background of city houses and the river, she looks at the phone and smiles.",15.0
1023758899,https://ak.picdn.net/shutterstock/videos/1023758899/preview/stock-footage-rosehip-bush-brere-wild-rose-without-leaves-near-sea-on-a-winter-day-cold-snap.mp4,000351_000400,"Rosehip bush (brere, wild rose) without leaves near sea on a winter day, cold snap",7.0
14914546,https://ak.picdn.net/shutterstock/videos/14914546/preview/stock-footage-husky-dog-breed-energetically-running-in-the-winter-park-with-mistress-in-slow-motion.mp4,000351_000400,Husky dog breed energetically running in the winter park with mistress in slow motion,15.0
1057103468,https://ak.picdn.net/shutterstock/videos/1057103468/preview/stock-footage-yemen-round-waving-in-air-k-uhd-animation.mp4,000401_000450,Yemen round waving in air 4k uhd animation,18.0
1058912303,https://ak.picdn.net/shutterstock/videos/1058912303/preview/stock-footage-honey-pouring-on-waffles-delicious-healthy-breakfast-with-belgian-waffles-concept-of-proper.mp4,000401_000450,"Honey pouring on waffles. delicious healthy breakfast with belgian waffles. concept of proper nutrition, healthy diet, vegetarians and vegans. black background, close-up, macro",12.0
6244124,https://ak.picdn.net/shutterstock/videos/6244124/preview/stock-footage-winter-scene-slow-motion-snow-christmas-season-and-decorations.mp4,000401_000450,Winter scene - slow motion snow - christmas season and decorations.,11.0
1034214971,https://ak.picdn.net/shutterstock/videos/1034214971/preview/stock-footage-rotate-of-blueberries-on-black-glass-with-reflection-close-up-camera-rotation-degrees-bog.mp4,000401_000450,"Rotate of blueberries on black glass with reflection. close-up, camera rotation 360 degrees. bog bilberry, bog blueberry, northern bilberry or western blueberry (vaccinium uliginosum)",29.0
34715494,https://ak.picdn.net/shutterstock/videos/34715494/preview/stock-footage-aerial-view-of-pigs-on-a-free-range-pig-farm-ireland.mp4,000401_000450,"Aerial view of pigs on a free range pig farm, ireland",20.0
1040540438,https://ak.picdn.net/shutterstock/videos/1040540438/preview/stock-footage-warsaw-poland-july-aerial-view-of-modern-skyscrapers-and-buildings-at-sunrise-city-in.mp4,000401_000450,Warsaw poland. 16. july.  2019. aerial view of modern skyscrapers and buildings at sunrise. city in the foggy mist.,22.0
19943005,https://ak.picdn.net/shutterstock/videos/19943005/preview/stock-footage-woman-with-headphones-running.mp4,000451_000500,Woman with headphones running,6.0
1031310263,https://ak.picdn.net/shutterstock/videos/1031310263/preview/stock-footage-financial-plan-to-buy-a-car.mp4,000451_000500,Financial plan to buy a car,36.0
1021897207,https://ak.picdn.net/shutterstock/videos/1021897207/preview/stock-footage-shelled-sunflower-seeds-on-a-white-background-shots-close-up-vertical-pan-sunflower-seeds.mp4,000451_000500,Shelled sunflower seeds on a white background. 2 shots. close-up. vertical pan. 1. sunflower seeds rolling down on a white background and fills the space frame.2. vertical slow pan.4k,10.0
1036706582,https://ak.picdn.net/shutterstock/videos/1036706582/preview/stock-footage-aerial-view-of-uzungol-lake-in-trabzon.mp4,000451_000500,Aerial view of uzungol lake in trabzon,35.0
1012882460,https://ak.picdn.net/shutterstock/videos/1012882460/preview/stock-footage-pixel-heart-peace-word-text-glitch-interference-screen-seamless-loop-animation-background-new.mp4,000451_000500,Pixel heart peace word text glitch interference screen seamless loop animation background new dynamic retro vintage joyful colorful video footage,10.0
29771362,https://ak.picdn.net/shutterstock/videos/29771362/preview/stock-footage-aerial-view-g-brazil.mp4,000501_000550,"Aerial view g2, brazil",6.0
1012382588,https://ak.picdn.net/shutterstock/videos/1012382588/preview/stock-footage-athlete-stretched-on-the-bar.mp4,000501_000550,Athlete stretched on the bar,15.0
29422171,https://ak.picdn.net/shutterstock/videos/29422171/preview/stock-footage-sparkling-graphic-particles.mp4,000501_000550,Sparkling graphic particles,10.0
1027335401,https://ak.picdn.net/shutterstock/videos/1027335401/preview/stock-footage-handsome-brunette-woman-posing-on-the-camera-with-two-half-of-grapefruit-on-the-white-room.mp4,000501_000550,Handsome brunette woman posing on the camera with two half of grapefruit on the white room background. portrait shot.,10.0
1022207776,https://ak.picdn.net/shutterstock/videos/1022207776/preview/stock-footage-circa-s-police-officers-must-learn-to-differentiate-raw-information-from-the-facts.mp4,000501_000550,Circa 1960s - police officers must learn to differentiate raw information from the facts,62.0
22002598,https://ak.picdn.net/shutterstock/videos/22002598/preview/stock-footage-moving-camera-panning-shot-of-cosmos-flower-field-with-blue-sky.mp4,000501_000550,"Moving camera, panning shot of cosmos flower field with blue sky",24.0
1043826844,https://ak.picdn.net/shutterstock/videos/1043826844/preview/stock-footage-pumpkin-pancakes-being-made-and-flipped.mp4,000551_000600,Pumpkin pancakes being made and flipped,6.0
11534882,https://ak.picdn.net/shutterstock/videos/11534882/preview/stock-footage-children-playing-on-tablet-kids-looking-at-computer.mp4,000551_000600,Children playing on tablet. kids looking at computer,19.0
1011348005,https://ak.picdn.net/shutterstock/videos/1011348005/preview/stock-footage-footage-of-a-service-sign-for-the-city-of-salem-shot-on-a-blackmagic-ursa-mini-pro-k-with-a.mp4,000551_000600,Footage of a service sign for the city of salem. shot on a blackmagic ursa mini pro 4.6k with a canon fd 70-210mm f/4.,12.0
1035582146,https://ak.picdn.net/shutterstock/videos/1035582146/preview/stock-footage-male-holding-smart-phone-with-green-screen-or-chroma-key-scrolling-checking-and-tapping-on-screen.mp4,000551_000600,"Male holding smart phone with green screen or chroma key. scrolling, checking and tapping on screen. 19th august 2019. finland, espoo.",43.0
1043142007,https://ak.picdn.net/shutterstock/videos/1043142007/preview/stock-footage-sand-animation-performance-with-projection-on-the-wall-close-up-of-women-s-hands-drawing-abstract.mp4,000551_000600,Sand animation performance with projection on the wall. close up of women's hands drawing abstract flowers with sand on the glowing screen table,8.0
26563205,https://ak.picdn.net/shutterstock/videos/26563205/preview/stock-footage-panoramic-view-of-lake-como-town-in-italy.mp4,000551_000600,Panoramic view of lake como town in italy.,8.0
1017182005,https://ak.picdn.net/shutterstock/videos/1017182005/preview/stock-footage-bangkok-thailand-january-huge-traffic-jam-in-city-centre.mp4,000551_000600,"Bangkok, thailand - january 3, 2018: huge traffic jam in city centre",15.0
1044485545,https://ak.picdn.net/shutterstock/videos/1044485545/preview/stock-footage-aerial-top-down-view-of-sand-dunes-with-multiple-car-tracks-in-the-desert.mp4,000551_000600,Aerial top down view of sand dunes with multiple car tracks in the desert,25.0
13108244,https://ak.picdn.net/shutterstock/videos/13108244/preview/stock-footage-cows-in-the-farmers-field-in-high-quality-format.mp4,000601_000650,Cows in the farmers field in high quality format,10.0
17892337,https://ak.picdn.net/shutterstock/videos/17892337/preview/stock-footage-boletus-edulis-mushrooms.mp4,000601_000650,Boletus edulis. mushrooms.,53.0
17109313,https://ak.picdn.net/shutterstock/videos/17109313/preview/stock-footage-downtown-atlanta-streetview-with-westin-hotel-and-sundial-restaurant-atlanta-georgia-april.mp4,000601_000650,"Downtown atlanta streetview with westin hotel and sundial restaurant - atlanta / georgia - april 20, 2016",8.0
1049464057,https://ak.picdn.net/shutterstock/videos/1049464057/preview/stock-footage-video-k-texture-blur-and-defocus-young-green-grass-on-the-field-and-plowed-land-in-spring.mp4,000601_000650,"Video 4k, texture blur and defocus, young green grass on the field and plowed land in spring.",25.0
7238248,https://ak.picdn.net/shutterstock/videos/7238248/preview/stock-footage-two-lionesses-sitting-on-the-hill-they-inspect-the-area.mp4,000601_000650,Two lionesses sitting on the hill. they inspect the area.,10.0
1030588232,https://ak.picdn.net/shutterstock/videos/1030588232/preview/stock-footage-children-watching-cartoons-at-home.mp4,000651_000700,Children watching cartoons at home,28.0
5632127,https://ak.picdn.net/shutterstock/videos/5632127/preview/stock-footage-clouds-sun-rays-hiding-in-dramatic-stormy-clouds-sunlight-sunbeam-storm.mp4,000651_000700,"Clouds, sun rays hiding in dramatic, stormy clouds, sunlight, sunbeam, storm",21.0
1032663932,https://ak.picdn.net/shutterstock/videos/1032663932/preview/stock-footage-abstract-background-with-beautiful-color.mp4,000651_000700,Abstract background with beautiful color,10.0
1061748175,https://ak.picdn.net/shutterstock/videos/1061748175/preview/stock-footage-slow-motion-flying-gannets-or-fou-de-bassan-in-perc-qc.mp4,000651_000700,"Slow motion flying gannets or fou de bassan in percé, qc.",16.0
11579546,https://ak.picdn.net/shutterstock/videos/11579546/preview/stock-footage-fresh-raw-beef-meat-slices-over-a-wooden-board-with-dill-green-and-red-hot-peppers-and-grinder.mp4,000651_000700,Fresh raw beef meat slices over a wooden board with dill green and red hot peppers and grinder 1080p background 1920x1080 intro motion slow hidef hd,20.0
1027216172,https://ak.picdn.net/shutterstock/videos/1027216172/preview/stock-footage-robin-erithacus-rubecula-on-a-woodpile-in-winter-with-snow.mp4,000651_000700,Robin ( erithacus rubecula ) on a woodpile in winter with snow,13.0
1048721962,https://ak.picdn.net/shutterstock/videos/1048721962/preview/stock-footage-scottsdale-arizona-two-men-playing-golf-on-golf-course-in-the-morning.mp4,000651_000700,Scottsdale arizona-1968: two men playing golf on golf course in the morning,5.0
6545534,https://ak.picdn.net/shutterstock/videos/6545534/preview/stock-footage-time-lapse-and-close-up-limestone-the-pinnacles-in-western-australia.mp4,000701_000750,Time lapse and close up limestone the pinnacles in western australia,12.0
1048570126,https://ak.picdn.net/shutterstock/videos/1048570126/preview/stock-footage-circa-orem-utah-long-line-around-grocery-store-during-coronavirus-outbreak-as.mp4,000701_000750,"Circa - 03/17/2020 - orem, utah - long line around grocery store during coronavirus outbreak as people wait to get supplies.",11.0
8283175,https://ak.picdn.net/shutterstock/videos/8283175/preview/stock-footage-new-york-city-circa-december-people-dressed-as-santa-claus-crowd-times-square-in.mp4,000701_000750,"New york city - circa, december, 2014 - people dressed as santa claus crowd times square in manhattan for the 2014 santacon festival.",8.0
1023133993,https://ak.picdn.net/shutterstock/videos/1023133993/preview/stock-footage-time-lapse-of-beautiful-mountain-range-amazing-norwegian-landscape-in-andalsnes.mp4,000701_000750,Time lapse of beautiful mountain range amazing norwegian landscape in andalsnes,5.0
1029770138,https://ak.picdn.net/shutterstock/videos/1029770138/preview/stock-footage-aero-view-of-the-panorama-with-the-plant-for-the-production-of-electricity-with-high-smoking-pipes.mp4,000701_000750,Aero view of the panorama with the plant for the production of electricity with high smoking pipes against the background of green fields and blue sky. electricity production. air pollution.,19.0
1054812119,https://ak.picdn.net/shutterstock/videos/1054812119/preview/stock-footage-muslim-businesswomen-wear-protective-masks-and-keep-the-social-distance-while-working-in-office.mp4,000751_000800,Muslim businesswomen wear protective masks and keep the social distance while working in office,10.0
1056489380,https://ak.picdn.net/shutterstock/videos/1056489380/preview/stock-footage-funny-gray-kitten-playing-ball.mp4,000751_000800,Funny gray kitten playing ball.,9.0
1011882593,https://ak.picdn.net/shutterstock/videos/1011882593/preview/stock-footage-london-england-may-pedestrians-and-traffic-move-slowly-beneath-the-trees-along-shaftesbury.mp4,000751_000800,"London, england, may 2018: pedestrians and traffic move slowly beneath the trees along shaftesbury avenue.",23.0
1008170104,https://ak.picdn.net/shutterstock/videos/1008170104/preview/stock-footage-stop-motion-pineapple-on-wooden-board-meets-smaller-bigger-with-fruits-and-vegetables-on.mp4,000751_000800,"Stop motion pineapple on wooden board meets smaller, bigger with fruits and vegetables on background. close-up.",7.0
8168836,https://ak.picdn.net/shutterstock/videos/8168836/preview/stock-footage-a-speed-flyer-glides-through-snow-covered-mountains.mp4,000751_000800,A speed flyer glides through snow covered mountains,21.0
1019336425,https://ak.picdn.net/shutterstock/videos/1019336425/preview/stock-footage-japan-hand-drawn-animation-d-drawing.mp4,000751_000800,Japan - hand drawn animation - 2d drawing,8.0
27991507,https://ak.picdn.net/shutterstock/videos/27991507/preview/stock-footage-aerial-footage-of-mighty-mosque-in-golden-sky-the-mosque-have-crystal-dome-footage-taken-moving.mp4,000801_000850,Aerial footage of mighty mosque in golden sky. the mosque have crystal dome. footage taken moving  ascending and rotating the mosque.,8.0
25399172,https://ak.picdn.net/shutterstock/videos/25399172/preview/stock-footage--k-real-group-at-business-seminar-discussing-issues-sharing-information.mp4,000801_000850,4k real group at business seminar discussing issues & sharing information,29.0
1052525974,https://ak.picdn.net/shutterstock/videos/1052525974/preview/stock-footage-candid-older-man-taking-a-break-resting-outside-preparing-to-sleep-senior-retired-man-taking-a-nap.mp4,000801_000850,Candid older man taking a break resting outside preparing to sleep. senior retired man taking a nap,15.0
1038266888,https://ak.picdn.net/shutterstock/videos/1038266888/preview/stock-footage-man-and-woman-are-talking-in-morning-time-in-office-on-daily-work-meeting.mp4,000801_000850,Man and woman are talking in morning time in office on daily work meeting,30.0
1060303670,https://ak.picdn.net/shutterstock/videos/1060303670/preview/stock-footage-close-up-of-two-schoolgirls-in-covid-face-masks-hugging-outdoors-portrait-of-happy-caucasian.mp4,000801_000850,Close-up of two schoolgirls in covid-19 face masks hugging outdoors. portrait of happy caucasian girls meeting after school holidays during coronavirus pandemic.,8.0
22127578,https://ak.picdn.net/shutterstock/videos/22127578/preview/stock-footage-two-sparrow-sitting-on-a-branch-two-sparrow-sitting-on-a-branch.mp4,000801_000850,Two sparrow sitting on a branch/two sparrow sitting on a branch,19.0
11657327,https://ak.picdn.net/shutterstock/videos/11657327/preview/stock-footage-olive-branches-with-olives-on-the-field.mp4,000851_000900,Olive branches with olives on the field,12.0
1053773828,https://ak.picdn.net/shutterstock/videos/1053773828/preview/stock-footage-this-video-shows-the-tracking-right-time-lapse-of-a-beautiful-mountain-landscape-it-features-a-low.mp4,000851_000900,This video shows the tracking right time lapse of a beautiful mountain landscape. it features a low-angle shot of the mountain ranges and dark clouds moving below the blue sky.,11.0
1041376801,https://ak.picdn.net/shutterstock/videos/1041376801/preview/stock-footage-aerial-drone-flying-over-morning-fog-mist-and-clouds-covering-the-valley-below-nong-khiaw-muang.mp4,000851_000900,"Aerial: drone flying over morning fog mist and clouds covering the valley below, nong khiaw muang ngoi laos, dramatic landscape scenic pinnacle cliff, famous travel destination in south east asia",36.0
27688885,https://ak.picdn.net/shutterstock/videos/27688885/preview/stock-footage-patthalung-thailand-dec-the-negrito-of-thailand-they-are-a-saa-gai-tribe-who-live.mp4,000851_000900,"Patthalung, thailand - dec 13 , 2015 : the negrito of thailand. they are a saa-gai tribe who live peacefully in the dense and impenetrable forest. in the south of thailand.",15.0
28246345,https://ak.picdn.net/shutterstock/videos/28246345/preview/stock-footage-kota-kinabalu-sabah-malaysia-june-running-embroidery-machine-with-embroidery-logo.mp4,000901_000950,"Kota kinabalu, sabah , malaysia - june 22, 2017 : running embroidery machine with embroidery logo at t-shirt in garment textile manufacture industry",15.0
